jobid,name,url,remote_testing,adaptive_support,test_type,Assessment Length,text_for_embedding
4051.0,Spelling (U.S.) (New),/products/product-catalog/view/spelling-u-s-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 0,Test Name: Spelling (U.S.) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 0 minutes
40.0,Split Screen Typing Test - Form 1,/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,"Ability & Aptitude, Knowledge & Skills",Approximate Completion Time in minutes = 6,"Test Name: Split Screen Typing Test - Form 1 | Test Types: Ability & Aptitude, Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 6 minutes"
4143.0,Spring (New),/products/product-catalog/view/spring-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Spring (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4144.0,SQL (New),/products/product-catalog/view/sql-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: SQL (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4035.0,SQL Server (New),/products/product-catalog/view/sql-server-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: SQL Server (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
4282.0,SQL Server Analysis Services (SSAS) (New),/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15,Test Name: SQL Server Analysis Services (SSAS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 15 minutes
4146.0,SQL Server Integration Services (SSIS) (New),/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: SQL Server Integration Services (SSIS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
4147.0,SQL Server Reporting Services (SSRS) (New),/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: SQL Server Reporting Services (SSRS) (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
3996.0,Statistical Analysis System (New),/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11,Test Name: Statistical Analysis System (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 11 minutes
4151.0,Struts (New),/products/product-catalog/view/struts-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: Struts (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 5 minutes
4216.0,SVAR - Spoken English (AUS),/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken English (AUS) | Test Types: Simulations | Remote: Yes | Adaptive: No
3986.0,SVAR - Spoken English (Indian Accent)  (New),/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken English (Indian Accent)  (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4217.0,SVAR - Spoken English (U.K.),/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken English (U.K.) | Test Types: Simulations | Remote: Yes | Adaptive: No
3987.0,SVAR - Spoken English (US)  (New),/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken English (US)  (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4197.0,SVAR - Spoken French (Canadian) (New),/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken French (Canadian) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4198.0,SVAR - Spoken French (European) (New),/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken French (European) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4199.0,SVAR - Spoken Spanish (Castilian) (New),/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken Spanish (Castilian) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4200.0,SVAR - Spoken Spanish (North American) (New),/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,Simulations,Approximate Completion Time in minutes =,Test Name: SVAR - Spoken Spanish (North American) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No
4049.0,Swing (New),/products/product-catalog/view/swing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4,Test Name: Swing (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 4 minutes
4079.0,Tableau (New),/products/product-catalog/view/tableau-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: Tableau (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
4020.0,Telecommunications Engineering (New),/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Telecommunications Engineering (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
4167.0,Teradata Development (New),/products/product-catalog/view/teradata-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Teradata Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
251.0,Time Management (U.S.),/products/product-catalog/view/time-management-u-s/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35,Test Name: Time Management (U.S.) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 15 minutes
336.0,Training Development,/products/product-catalog/view/training-development/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35,Test Name: Training Development | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 15 minutes
4201.0,Typing (New),/products/product-catalog/view/typing-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 2,Test Name: Typing (New) | Test Types: Simulations | Remote: Yes | Adaptive: No | Time required: 2 minutes
4175.0,UiPath RPA Development (New),/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8,Test Name: UiPath RPA Development (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 8 minutes
735.0,Universal Competency Framework Interview Guide,/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,"Competencies, Personality & Behavior",Approximate Completion Time in minutes =,"Test Name: Universal Competency Framework Interview Guide | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
734.0,Universal Competency Framework Job profiling guide,/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,"Competencies, Personality & Behavior",Approximate Completion Time in minutes =,"Test Name: Universal Competency Framework Job profiling guide | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
733.0,Universal Competency Framework Profiler Cards (44),/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,"Competencies, Personality & Behavior",Approximate Completion Time in minutes =,"Test Name: Universal Competency Framework Profiler Cards (44) | Test Types: Competencies, Personality & Behavior | Remote: Yes | Adaptive: No"
4172.0,UNIX (New),/products/product-catalog/view/unix-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: UNIX (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4173.0,VB.NET (New),/products/product-catalog/view/vb-net-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10,Test Name: VB.NET (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 10 minutes
3733.0,Verify - Deductive Reasoning,/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 20,Test Name: Verify - Deductive Reasoning | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 20 minutes
3941.0,Verify - Following Instructions,/products/product-catalog/view/verify-following-instructions/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 8,Test Name: Verify - Following Instructions | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No | Time required: 8 minutes
3908.0,Verify - G+,/products/product-catalog/view/verify-g/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 36,Test Name: Verify - G+ | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 36 minutes
3734.0,Verify - General Ability Screen,/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 10,Test Name: Verify - General Ability Screen | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 10 minutes
3836.0,Verify - Inductive Reasoning (2014),/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 24,Test Name: Verify - Inductive Reasoning (2014) | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 24 minutes
3745.0,Verify - Numerical Ability,/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 20,Test Name: Verify - Numerical Ability | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 20 minutes
3768.0,Verify - Technical Checking - Next Generation,/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 5,Test Name: Verify - Technical Checking - Next Generation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No | Time required: 5 minutes
3906.0,Verify - Verbal Ability - Next Generation,/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 15,Test Name: Verify - Verbal Ability - Next Generation | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: Yes | Time required: 15 minutes
3940.0,Verify - Working with Information,/products/product-catalog/view/verify-working-with-information/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 10,Test Name: Verify - Working with Information | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No | Time required: 10 minutes
3945.0,Verify G+ - Ability Test Report,/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes =,Test Name: Verify G+ - Ability Test Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
3970.0,Verify G+ - Candidate Report,/products/product-catalog/view/verify-g-candidate-report/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes =,Test Name: Verify G+ - Candidate Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
3969.0,Verify Interactive Ability Report,/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes =,Test Name: Verify Interactive Ability Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
3976.0,Verify Interactive G+ Candidate Report,/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes =,Test Name: Verify Interactive G+ Candidate Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
3974.0,Verify Interactive G+ Report,/products/product-catalog/view/verify-interactive-g-report/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes =,Test Name: Verify Interactive G+ Report | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No
4290.0,Verify Interactive Process Monitoring,/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 18,Test Name: Verify Interactive Process Monitoring | Test Types: Ability & Aptitude | Remote: Yes | Adaptive: No | Time required: 18 minutes
4215.0,Virtual Assessment and Development Centers,/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes =,Test Name: Virtual Assessment and Development Centers | Test Types: Personality & Behavior | Remote: Yes | Adaptive: No
4163.0,Visual Basic for Applications (New),/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7,Test Name: Visual Basic for Applications (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 7 minutes
399.0,Visual Comparison - UK,/products/product-catalog/view/visual-comparison-uk/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: Visual Comparison - UK | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 5 minutes
400.0,Visual Comparison - US,/products/product-catalog/view/visual-comparison-us/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: Visual Comparison - US | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 5 minutes
4164.0,VLSI and Embedded Systems (New),/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: VLSI and Embedded Systems (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
3459.0,What Is The Value - US,/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 5,Test Name: What Is The Value - US | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 5 minutes
3991.0,Workplace Administration Skills (New),/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12,Test Name: Workplace Administration Skills (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 12 minutes
4068.0,Workplace Health and Safety (New),/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Workplace Health and Safety (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4183.0,WriteX - Email Writing (Customer Service) (New),/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15,Test Name: WriteX - Email Writing (Customer Service) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No | Time required: 15 minutes
4184.0,WriteX - Email Writing (Managerial) (New),/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15,Test Name: WriteX - Email Writing (Managerial) (New) | Test Types: Simulations | Remote: Yes | Adaptive: No | Time required: 15 minutes
4185.0,WriteX - Email Writing (Sales) (New),/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,"Biodata & Situational Judgement, Simulations",Approximate Completion Time in minutes = 15,"Test Name: WriteX - Email Writing (Sales) (New) | Test Types: Biodata & Situational Judgement, Simulations | Remote: Yes | Adaptive: No | Time required: 15 minutes"
17.0,Written English v1,/products/product-catalog/view/written-english-v1/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30,Test Name: Written English v1 | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 30 minutes
18.0,Written Spanish,/products/product-catalog/view/written-spanish/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 22,Test Name: Written Spanish | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: Yes | Time required: 22 minutes
4166.0,Zabbix (New),/products/product-catalog/view/zabbix-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9,Test Name: Zabbix (New) | Test Types: Knowledge & Skills | Remote: Yes | Adaptive: No | Time required: 9 minutes
4297.0,360 Digital Report,/products/product-catalog/view/360-digital-report/,Yes,No,Development & 360,Approximate Completion Time in minutes =,Test Name: 360 Digital Report | Test Types: Development & 360 | Remote: Yes | Adaptive: No
744.0,360° Multi-Rater Feedback System (MFS),/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,"Development & 360, Personality & Behavior",Approximate Completion Time in minutes = Untimed,"Test Name: 360° Multi-Rater Feedback System (MFS) | Test Types: Development & 360, Personality & Behavior | Remote: Yes | Adaptive: No"
